"Date","Spot exchange rate, Japanese Yen into Sterling                          XUDLJYS"
"21 Sep 10","132.6595"
"20 Sep 10","133.5728"
"17 Sep 10","134.2679"
"16 Sep 10","133.9864"
"15 Sep 10","133.9309"
"14 Sep 10","128.7037"
"13 Sep 10","129.3215"
"10 Sep 10","129.6018"
"09 Sep 10","129.6257"
"08 Sep 10","129.9346"
"07 Sep 10","128.1641"
"06 Sep 10","129.8391"
"03 Sep 10","130.2364"
"02 Sep 10","129.8543"
"01 Sep 10","130.7298"
"31 Aug 10","129.0367"
"27 Aug 10","131.5066"
"26 Aug 10","131.8945"
"25 Aug 10","130.5263"
"24 Aug 10","129.8207"
"23 Aug 10","132.0801"
"20 Aug 10","132.9811"
"19 Aug 10","132.9502"
"18 Aug 10","133.1089"
"17 Aug 10","133.3025"
"16 Aug 10","133.7776"
"13 Aug 10","134.6163"
"12 Aug 10","133.9273"
"11 Aug 10","133.5655"
"10 Aug 10","135.095"
"09 Aug 10","136.9037"
"06 Aug 10","135.9952"
"05 Aug 10","135.9982"
"04 Aug 10","137.0503"
"03 Aug 10","136.9651"
"02 Aug 10","137.4614"
"30 Jul 10","135.7182"
"29 Jul 10","135.9787"
"28 Jul 10","136.7443"
"27 Jul 10","136.6574"
"26 Jul 10","134.9865"
"23 Jul 10","134.4441"
"22 Jul 10","132.8841"
"21 Jul 10","132.6269"
"20 Jul 10","132.6511"
"19 Jul 10","131.8663"
"16 Jul 10","132.5789"
"15 Jul 10","134.4698"
"14 Jul 10","135.0495"
"13 Jul 10","133.6174"
"12 Jul 10","133.4803"
"09 Jul 10","133.7084"
"08 Jul 10","134.2961"
"07 Jul 10","132.6743"
"06 Jul 10","133.0597"
"05 Jul 10","132.5751"
"02 Jul 10","133.2315"
"01 Jul 10","131.5738"
"30 Jun 10","132.3838"
"29 Jun 10","133.1906"
"28 Jun 10","134.8238"
"25 Jun 10","133.7296"
"24 Jun 10","133.7002"
"23 Jun 10","134.231"
"22 Jun 10","134.069"
"21 Jun 10","135.0661"
"18 Jun 10","134.4614"
"17 Jun 10","134.308"
"16 Jun 10","135.5771"
"15 Jun 10","135.1516"
"14 Jun 10","135.7095"
"11 Jun 10","133.4074"
"10 Jun 10","133.8677"
"09 Jun 10","133.5059"
"08 Jun 10","130.7435"
"07 Jun 10","132.9336"
"04 Jun 10","133.8317"
"03 Jun 10","135.1419"
"02 Jun 10","134.4665"
"01 Jun 10","134.1963"
"28 May 10","131.4757"
"27 May 10","131.4239"
"26 May 10","130.4849"
"25 May 10","128.6172"
"24 May 10","130.3924"
"21 May 10","129.848"
"20 May 10","128.1013"
"19 May 10","131.2804"
"18 May 10","133.6196"
"17 May 10","133.4868"
"14 May 10","133.906"
"13 May 10","135.9183"
"12 May 10","138.3317"
"11 May 10","137.8059"
"10 May 10","139.8267"
"07 May 10","133.6209"
"06 May 10","139.7486"
"05 May 10","142.6799"
"04 May 10","142.8575"
"30 Apr 10","143.9728"
"29 Apr 10","143.9399"
"28 Apr 10","142.9712"
"27 Apr 10","143.4664"
"26 Apr 10","145.5566"
"23 Apr 10","144.7481"
"22 Apr 10","143.2222"
"21 Apr 10","143.6208"
"20 Apr 10","143.0379"
"19 Apr 10","141.1456"
"16 Apr 10","142.1204"
"15 Apr 10","144.3577"
"14 Apr 10","144.4119"
"13 Apr 10","143.091"
"12 Apr 10","143.6041"
"09 Apr 10","143.4771"
"08 Apr 10","142.0012"
"07 Apr 10","142.4159"
"06 Apr 10","142.8742"
"01 Apr 10","143.6202"
"31 Mar 10","141.7356"
"30 Mar 10","140.4951"
"29 Mar 10","138.8439"
"26 Mar 10","137.9848"
"25 Mar 10","137.9839"
"24 Mar 10","137.0597"
"23 Mar 10","135.9707"
"22 Mar 10","135.6752"
"19 Mar 10","135.9067"
"18 Mar 10","137.9215"
"17 Mar 10","138.328"
"16 Mar 10","137.3784"
"15 Mar 10","136.0699"
"12 Mar 10","137.7191"
"11 Mar 10","136.1451"
"10 Mar 10","135.6881"
"09 Mar 10","134.5353"
"08 Mar 10","136.2177"
"05 Mar 10","136.7788"
"04 Mar 10","133.9204"
"03 Mar 10","133.397"
"02 Mar 10","132.8354"
"01 Mar 10","133.5547"
"26 Feb 10","135.3261"
"25 Feb 10","135.6297"
"24 Feb 10","138.9573"
"23 Feb 10","139.359"
"22 Feb 10","141.2406"
"19 Feb 10","141.821"
"18 Feb 10","142.2953"
"17 Feb 10","142.8773"
"16 Feb 10","141.5073"
"15 Feb 10","140.8613"
"12 Feb 10","140.8026"
"11 Feb 10","140.2047"
"10 Feb 10","140.0582"
"09 Feb 10","139.5289"
"08 Feb 10","139.587"
"05 Feb 10","139.8261"
"04 Feb 10","142.5746"
"03 Feb 10","144.9539"
"02 Feb 10","144.2799"
"01 Feb 10","144.3674"
"29 Jan 10","145.2373"
"28 Jan 10","145.0788"
"27 Jan 10","144.8123"
"26 Jan 10","144.4834"
"25 Jan 10","146.0827"
"22 Jan 10","145.2701"
"21 Jan 10","147.4837"
"20 Jan 10","148.4625"
"19 Jan 10","149.3124"
"18 Jan 10","148.3908"
"15 Jan 10","147.6918"
"14 Jan 10","148.6205"
"13 Jan 10","148.4181"
"12 Jan 10","147.2086"
"11 Jan 10","148.653"
"08 Jan 10","148.3322"
"07 Jan 10","148.5301"
"06 Jan 10","148.256"
"05 Jan 10","146.75"
"04 Jan 10","148.8613"
